Ensembl Gene ID	Ensembl Transcript ID	GO Term Name	GO Term Accession	GO Term Definition	GOSlim GOA Description
YAL035W	YAL035W	translational initiation	GO:0006413	"The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA, and an initiation complex that contains the first aminoacyl-tRNA. [ISBN:019879276X]"	biological_process
YAL035W	YAL035W	translational initiation	GO:0006413	"The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA, and an initiation complex that contains the first aminoacyl-tRNA. [ISBN:019879276X]"	molecular_function
YAL035W	YAL035W	translational initiation	GO:0006413	"The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA, and an initiation complex that contains the first aminoacyl-tRNA. [ISBN:019879276X]"	regulation of translation
YAL035W	YAL035W	translational initiation	GO:0006413	"The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA, and an initiation complex that contains the first aminoacyl-tRNA. [ISBN:019879276X]"	ribosome
YAL035W	YAL035W	translational initiation	GO:0006413	"The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA, and an initiation complex that contains the first aminoacyl-tRNA. [ISBN:019879276X]"	hydrolase activity
YAL035W	YAL035W	translational initiation	GO:0006413	"The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA, and an initiation complex that contains the first aminoacyl-tRNA. [ISBN:019879276X]"	cytoplasm
YAL035W	YAL035W	translational initiation	GO:0006413	"The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA, and an initiation complex that contains the first aminoacyl-tRNA. [ISBN:019879276X]"	GTPase activity
YAL035W	YAL035W	translation initiation factor activity	GO:0003743	Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide. [ISBN:0198506732]	"translation factor activity, RNA binding"
YAL035W	YAL035W	translation initiation factor activity	GO:0003743	Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide. [ISBN:0198506732]	translational initiation
YAL035W	YAL035W	translation initiation factor activity	GO:0003743	Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide. [ISBN:0198506732]	RNA binding
YAL035W	YAL035W	translation initiation factor activity	GO:0003743	Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide. [ISBN:0198506732]	cellular_component
YAL035W	YAL035W	translation initiation factor activity	GO:0003743	Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide. [ISBN:0198506732]	ion binding
YAL035W	YAL035W	translation initiation factor activity	GO:0003743	Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide. [ISBN:0198506732]	mitochondrion
YAL035W	YAL035W	translation initiation factor activity	GO:0003743	Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide. [ISBN:0198506732]	biological_process
YAL035W	YAL035W	translation initiation factor activity	GO:0003743	Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide. [ISBN:0198506732]	molecular_function
YAL035W	YAL035W	translation initiation factor activity	GO:0003743	Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide. [ISBN:0198506732]	regulation of translation
YAL035W	YAL035W	translation initiation factor activity	GO:0003743	Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide. [ISBN:0198506732]	ribosome
YAL035W	YAL035W	translation initiation factor activity	GO:0003743	Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide. [ISBN:0198506732]	hydrolase activity
YAL035W	YAL035W	translation initiation factor activity	GO:0003743	Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide. [ISBN:0198506732]	cytoplasm
YAL035W	YAL035W	translation initiation factor activity	GO:0003743	Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide. [ISBN:0198506732]	GTPase activity
YAL035W	YAL035W	obsolete GTP catabolic process	GO:0006184	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of GTP, guanosine triphosphate. [ISBN:0198506732]"	"translation factor activity, RNA binding"
YAL035W	YAL035W	obsolete GTP catabolic process	GO:0006184	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of GTP, guanosine triphosphate. [ISBN:0198506732]"	translational initiation
YAL035W	YAL035W	obsolete GTP catabolic process	GO:0006184	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of GTP, guanosine triphosphate. [ISBN:0198506732]"	RNA binding
YAL035W	YAL035W	obsolete GTP catabolic process	GO:0006184	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of GTP, guanosine triphosphate. [ISBN:0198506732]"	cellular_component
YAL035W	YAL035W	obsolete GTP catabolic process	GO:0006184	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of GTP, guanosine triphosphate. [ISBN:0198506732]"	ion binding
YAL035W	YAL035W	obsolete GTP catabolic process	GO:0006184	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of GTP, guanosine triphosphate. [ISBN:0198506732]"	mitochondrion
YAL035W	YAL035W	obsolete GTP catabolic process	GO:0006184	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of GTP, guanosine triphosphate. [ISBN:0198506732]"	biological_process
YAL035W	YAL035W	obsolete GTP catabolic process	GO:0006184	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of GTP, guanosine triphosphate. [ISBN:0198506732]"	molecular_function
YAL035W	YAL035W	obsolete GTP catabolic process	GO:0006184	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of GTP, guanosine triphosphate. [ISBN:0198506732]"	regulation of translation
YAL035W	YAL035W	obsolete GTP catabolic process	GO:0006184	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of GTP, guanosine triphosphate. [ISBN:0198506732]"	ribosome
YAL035W	YAL035W	obsolete GTP catabolic process	GO:0006184	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of GTP, guanosine triphosphate. [ISBN:0198506732]"	hydrolase activity
YAL035W	YAL035W	obsolete GTP catabolic process	GO:0006184	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of GTP, guanosine triphosphate. [ISBN:0198506732]"	cytoplasm
YAL035W	YAL035W	obsolete GTP catabolic process	GO:0006184	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of GTP, guanosine triphosphate. [ISBN:0198506732]"	GTPase activity
YAL035W	YAL035W	regulation of translational initiation	GO:0006446	"Any process that modulates the frequency, rate or extent of translational initiation. [GOC:go_curators]"	"translation factor activity, RNA binding"
YAL035W	YAL035W	regulation of translational initiation	GO:0006446	"Any process that modulates the frequency, rate or extent of translational initiation. [GOC:go_curators]"	translational initiation
YAL035W	YAL035W	regulation of translational initiation	GO:0006446	"Any process that modulates the frequency, rate or extent of translational initiation. [GOC:go_curators]"	RNA binding
YAL035W	YAL035W	regulation of translational initiation	GO:0006446	"Any process that modulates the frequency, rate or extent of translational initiation. [GOC:go_curators]"	cellular_component
YAL035W	YAL035W	regulation of translational initiation	GO:0006446	"Any process that modulates the frequency, rate or extent of translational initiation. [GOC:go_curators]"	ion binding
YAL035W	YAL035W	regulation of translational initiation	GO:0006446	"Any process that modulates the frequency, rate or extent of translational initiation. [GOC:go_curators]"	mitochondrion
YAL035W	YAL035W	regulation of translational initiation	GO:0006446	"Any process that modulates the frequency, rate or extent of translational initiation. [GOC:go_curators]"	biological_process
YAL035W	YAL035W	regulation of translational initiation	GO:0006446	"Any process that modulates the frequency, rate or extent of translational initiation. [GOC:go_curators]"	molecular_function
YAL035W	YAL035W	regulation of translational initiation	GO:0006446	"Any process that modulates the frequency, rate or extent of translational initiation. [GOC:go_curators]"	regulation of translation
YAL035W	YAL035W	regulation of translational initiation	GO:0006446	"Any process that modulates the frequency, rate or extent of translational initiation. [GOC:go_curators]"	ribosome
YAL035W	YAL035W	regulation of translational initiation	GO:0006446	"Any process that modulates the frequency, rate or extent of translational initiation. [GOC:go_curators]"	hydrolase activity
YAL035W	YAL035W	regulation of translational initiation	GO:0006446	"Any process that modulates the frequency, rate or extent of translational initiation. [GOC:go_curators]"	cytoplasm
YAL035W	YAL035W	regulation of translational initiation	GO:0006446	"Any process that modulates the frequency, rate or extent of translational initiation. [GOC:go_curators]"	GTPase activity
YAL038W	YAL038W	cytosol	GO:0005829	"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes. [GOC:hjd, GOC:jl]"	generation of precursor metabolites and energy
YAL038W	YAL038W	cytosol	GO:0005829	"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes. [GOC:hjd, GOC:jl]"	transferase activity
YAL038W	YAL038W	cytosol	GO:0005829	"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes. [GOC:hjd, GOC:jl]"	biological_process
YAL038W	YAL038W	cytosol	GO:0005829	"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes. [GOC:hjd, GOC:jl]"	nucleobase-containing small molecule metabolic process
YAL038W	YAL038W	cytosol	GO:0005829	"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes. [GOC:hjd, GOC:jl]"	cytoplasm
YAL038W	YAL038W	cytosol	GO:0005829	"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes. [GOC:hjd, GOC:jl]"	molecular_function
YAL038W	YAL038W	cytosol	GO:0005829	"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes. [GOC:hjd, GOC:jl]"	cellular_component
YAL038W	YAL038W	cytosol	GO:0005829	"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes. [GOC:hjd, GOC:jl]"	ion binding
YAL038W	YAL038W	cytosol	GO:0005829	"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes. [GOC:hjd, GOC:jl]"	kinase activity
YAL038W	YAL038W	cytosol	GO:0005829	"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes. [GOC:hjd, GOC:jl]"	monocarboxylic acid metabolic process
YAL038W	YAL038W	cytosol	GO:0005829	"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes. [GOC:hjd, GOC:jl]"	carbohydrate metabolic process
YAL038W	YAL038W	cytosol	GO:0005829	"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes. [GOC:hjd, GOC:jl]"	cofactor metabolic process
YAL038W	YAL038W	pyruvate metabolic process	GO:0006090	"The chemical reactions and pathways involving pyruvate, 2-oxopropanoate. [GOC:go_curators]"	generation of precursor metabolites and energy
YAL038W	YAL038W	pyruvate metabolic process	GO:0006090	"The chemical reactions and pathways involving pyruvate, 2-oxopropanoate. [GOC:go_curators]"	transferase activity
YAL038W	YAL038W	pyruvate metabolic process	GO:0006090	"The chemical reactions and pathways involving pyruvate, 2-oxopropanoate. [GOC:go_curators]"	biological_process
YAL038W	YAL038W	pyruvate metabolic process	GO:0006090	"The chemical reactions and pathways involving pyruvate, 2-oxopropanoate. [GOC:go_curators]"	nucleobase-containing small molecule metabolic process
